15.55,28.65,2
14.90,27.55,2
14.45,28.35,2
14.15,28.80,2
13.75,28.05,2
13.35,28.45,2
13.00,29.15,2
13.45,27.50,2
13.60,26.50,2
12.80,27.35,2
12.40,27.85,2
12.30,28.40,2
12.20,28.65,2
13.40,25.10,2
12.95,25.95,2
12.90,26.50,2
11.85,27.00,2
11.35,28.00,2
11.15,28.70,2
11.25,27.40,2
10.75,27.70,2
10.50,28.35,2
9.65,28.45,2
10.25,27.25,2
10.75,26.55,2
11.70,26.35,2
11.60,25.90,2
11.90,25.05,2
12.60,24.05,2
11.90,24.50,2
11.10,25.20,2
10.55,25.15,2
10.05,25.95,2
9.35,26.60,2
9.30,27.25,2
9.20,27.80,2
7.50,28.25,2
8.55,27.45,2
8.50,27.05,2
8.05,27.20,2
7.85,26.80,2
7.30,27.40,2
6.80,26.85,2
7.00,26.50,2
7.55,26.30,2
8.55,26.30,2
9.00,25.85,2
8.60,25.65,2
9.40,25.55,2
8.45,25.05,2
8.85,24.60,2
9.65,24.70,2
10.55,24.35,2
11.05,23.90,2
10.55,23.55,2
9.45,23.35,2
9.20,23.90,2
8.35,23.90,2
7.35,24.75,2
7.40,25.45,2
6.60,25.75,2
6.10,26.00,2
5.80,26.95,2
5.65,25.80,2
5.30,26.10,2
6.40,25.40,2
5.40,25.25,2
5.35,24.70,2
4.80,25.05,2
4.20,25.55,2
6.40,24.80,2
6.55,24.30,2
7.40,24.25,2
5.45,24.20,2
4.30,24.00,2
4.00,24.25,2
3.35,23.30,2
4.85,23.05,2
4.30,22.75,2
5.85,23.40,2
5.90,23.55,2
7.55,23.70,2
6.85,23.25,2
7.65,23.10,2
6.95,22.55,2
6.10,22.60,2
5.50,22.60,2
4.70,22.10,2
3.80,21.85,2
4.65,21.20,2
4.15,20.35,2
5.30,20.40,2
5.60,20.75,2
5.80,21.95,2
6.40,21.95,2
6.55,21.15,2
7.45,21.95,2
7.40,21.55,2
7.75,21.20,2
7.65,20.65,2
6.95,19.80,2
6.60,20.10,2
6.05,20.20,2
5.40,19.65,2
5.35,19.05,2
5.80,18.25,2
6.30,19.10,2
7.00,18.90,2
7.15,17.90,2
7.35,18.20,2
8.20,20.05,2
8.30,19.45,2
8.30,18.50,2
8.75,18.80,2
9.05,18.20,2
9.35,17.70,2
8.90,17.65,2
8.45,17.20,2
10.05,17.20,2
10.40,16.75,2
8.60,20.90,2
8.65,21.30,2
8.65,21.90,2
8.65,22.50,2
8.95,22.80,2
9.95,22.65,2
8.95,22.20,2
9.65,21.90,2
10.55,22.30,2
10.90,22.85,2
11.35,23.45,2
12.05,23.40,2
12.30,22.75,2
11.70,22.15,2
11.15,22.05,2
10.85,21.50,2
10.85,21.05,2
9.60,21.30,2
9.85,20.70,2
9.35,20.60,2
9.25,19.65,2
9.95,19.80,2
10.70,20.35,2
11.30,20.70,2
12.35,21.60,2
13.10,21.30,2
12.85,20.75,2
12.00,20.00,2
11.00,19.85,2
10.35,19.00,2
9.90,18.65,2
10.60,18.15,2
11.40,18.30,2
11.40,19.25,2
12.35,18.80,2
12.80,19.75,2
12.15,18.10,2
11.05,17.50,2
11.95,17.25,2
12.25,17.50,2
13.05,17.40,2
13.75,18.15,2
13.50,18.65,2
13.65,19.25,2
14.00,19.90,2
15.20,18.20,2
15.50,17.15,2
13.90,17.10,2
13.75,16.60,2
12.15,16.40,2
7.80,13.70,6
8.85,13.35,6
9.00,12.70,6
9.70,12.10,6
8.05,12.90,6
7.70,13.25,6
6.80,13.20,6
6.60,13.45,6
6.20,12.55,6
5.40,12.85,6
5.70,12.25,6
5.20,11.90,6
5.15,11.35,6
5.85,11.20,6
6.10,11.75,6
7.00,12.35,6
7.05,12.45,6
7.90,12.50,6
8.55,12.10,6
7.85,11.85,6
7.10,11.95,6
6.90,11.50,6
6.85,10.90,6
6.40,10.70,6
5.90,10.30,6
6.40,10.25,6
7.05,10.05,6
7.35,10.50,6
7.65,11.10,6
8.10,11.20,6
8.80,11.40,6
8.30,10.55,6
9.00,10.90,6
9.35,10.50,6
10.15,11.00,0
10.40,10.55,0
10.90,10.00,0
11.55,10.20,0
11.75,10.85,0
10.10,8.65,0
11.05,9.10,0
11.85,9.80,0
12.85,10.65,0
12.90,11.70,0
13.60,11.10,0
14.05,11.75,0
14.50,11.80,0
14.30,12.45,0
17.00,12.90,0
15.80,12.60,0
15.85,12.00,0
16.70,12.20,0
16.25,11.70,0
15.55,11.15,0
14.80,11.35,0
14.45,10.75,0
13.75,10.45,0
12.80,10.10,0
13.15,9.80,0
12.45,9.30,0
11.80,8.95,0
11.10,8.45,0
10.35,7.70,0
10.10,6.75,0
11.30,7.95,0
12.35,8.45,0
13.10,8.95,0
13.20,9.35,0
14.10,10.05,0
11.50,7.50,0
11.35,6.90,0
11.95,6.75,0
12.40,7.10,0
12.25,7.60,0
12.95,7.60,0
13.45,7.95,0
13.35,8.25,0
13.75,9.00,0
14.30,9.30,0
14.85,9.55,0
15.10,10.25,0
15.45,10.55,0
16.35,10.85,0
16.75,11.50,0
16.25,10.20,0
15.40,10.10,0
15.45,9.70,0
15.15,9.30,0
15.25,8.65,0
15.55,8.20,0
14.25,8.70,0
14.25,8.25,0
15.05,7.80,0
14.30,7.50,0
13.55,7.45,0
14.30,6.95,0
13.95,6.70,0
13.05,6.95,0
13.05,6.20,0
11.55,6.30,0
10.80,5.85,0
10.60,5.05,0
11.35,5.55,0
12.15,5.40,0
12.40,5.80,0
12.80,5.70,0
13.65,5.90,0
13.90,5.30,0
13.10,5.10,0
12.55,4.90,0
11.50,4.75,0
11.35,4.05,0
12.40,4.35,0
11.75,3.45,0
12.65,3.70,0
13.40,4.35,0
13.90,4.95,0
12.75,3.00,0
13.55,3.15,0
13.70,3.65,0
14.10,4.10,0
14.65,5.05,0
14.35,5.75,0
14.50,6.55,0
15.15,7.10,0
13.60,2.55,0
14.45,2.40,0
14.60,3.05,0
15.00,3.40,0
15.25,3.50,0
14.70,4.10,0
14.70,4.50,0
15.25,2.70,0
15.65,2.05,0
15.95,2.80,0
16.10,3.55,0
15.90,4.00,0
15.60,4.75,0
15.55,5.05,0
15.35,5.50,0
15.15,5.95,0
15.50,6.75,0
15.70,6.35,0
16.20,5.90,0
16.35,5.35,0
16.20,4.55,0
16.55,4.20,0
16.95,4.75,0
17.05,5.10,0
17.30,4.80,0
17.30,4.15,0
17.60,4.30,0
17.05,3.70,0
17.25,3.05,0
16.65,2.80,0
16.55,2.15,0
17.20,2.05,0
18.15,1.95,0
18.05,2.45,0
18.15,3.05,0
18.60,3.45,0
18.40,3.60,0
18.85,3.20,0
19.10,2.65,0
19.45,2.65,0
19.00,2.10,0
19.90,2.05,0
20.45,2.80,0
19.80,3.25,0
19.45,3.90,0
18.65,4.20,0
18.40,4.60,0
18.65,4.75,0
18.75,5.15,0
19.10,4.55,0
17.90,5.40,0
17.65,5.70,0
17.05,6.05,0
17.40,6.50,0
16.60,6.85,0
15.70,7.15,0
15.75,7.75,0
16.60,7.95,0
20.40,3.40,0
20.70,3.45,0
21.15,2.85,0
21.75,2.65,0
22.00,3.25,0
22.20,3.50,0
21.45,3.75,0
21.10,4.05,0
20.15,4.30,0
20.80,4.70,0
20.70,5.15,0
19.75,5.05,0
19.85,5.50,0
20.40,5.65,0
20.55,5.75,0
18.70,5.75,0
19.25,5.95,0
18.40,6.00,0
18.45,6.60,0
17.65,7.05,0
16.70,7.40,0
18.65,7.30,0
18.05,7.35,0
17.85,7.75,0
17.50,8.25,0
17.15,8.60,0
17.05,9.00,0
16.40,8.70,0
16.05,8.95,0
16.05,9.60,0
16.50,9.75,0
17.25,9.60,0
17.60,9.90,0
17.80,9.30,0
18.00,8.55,0
18.80,8.10,0
18.80,8.35,0
19.40,7.60,0
19.25,6.60,0
20.05,6.95,0
19.80,7.50,0
20.05,6.35,0
21.15,5.70,0
21.65,4.85,0
22.15,4.35,0
23.05,3.35,0
23.05,3.80,0
23.15,4.40,0
22.50,4.75,0
22.15,5.20,0
